"condition","alpha","choice","mean","lower","upper"
"none",0.95,"Nash",0.512299965658843,0.380038239997238,0.645412786409651
"none",0.95,"IE",0.304861031467893,0.213340550482021,0.402200059254924
"none",0.96,"Nash",0.51249300836228,0.379768846844061,0.645484537963452
"none",0.96,"IE",0.304681963091454,0.212932146150495,0.403218197478092
"none",0.97,"Nash",0.5126852018455,0.380770537533989,0.646432002734104
"none",0.97,"IE",0.304501714105453,0.212931058155475,0.403368580067477
"none",0.98,"Nash",0.5128757537582,0.380372007018132,0.646198244910769
"none",0.98,"IE",0.30432165727479,0.212285441165231,0.40434875157426
"none",0.99,"Nash",0.513063988174451,0.380080962759758,0.646597267546989
"none",0.99,"IE",0.304143023668248,0.211823966239954,0.404547309989918
"none",1,"Nash",0.513249365121699,0.380363403844048,0.646983814031883
"none",1,"IE",0.303966878624519,0.21058893963814,0.404904042805541
